STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,coicop,Classification of individual consumption by purpose (COICOP),geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP07,Transport,ME,Montenegro,2021,,9.4,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP07,Transport,ME,Montenegro,2022,,10.8,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP07,Transport,ME,Montenegro,2023,,11.3,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP07,Transport,MK,North Macedonia,2020,,7.7,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP07,Transport,MK,North Macedonia,2021,,8.5,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP07,Transport,MK,North Macedonia,2022,,8.7,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP07,Transport,MK,North Macedonia,2023,,8.6,,p,provisional,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP07,Transport,MT,Malta,2020,,11.0,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP07,Transport,MT,Malta,2021,,11.0,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP07,Transport,MT,Malta,2022,,10.7,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP07,Transport,MT,Malta,2023,,10.3,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP07,Transport,NL,Netherlands,2020,,11.2,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP07,Transport,NL,Netherlands,2021,,11.5,,p,provisional,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP07,Transport,NL,Netherlands,2022,,12.1,,p,provisional,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP07,Transport,NO,Norway,2020,,13.5,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP07,Transport,NO,Norway,2021,,14.6,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP07,Transport,NO,Norway,2022,,15.7,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP07,Transport,NO,Norway,2023,,14.6,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP07,Transport,PL,Poland,2020,,12.6,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP07,Transport,PL,Poland,2021,,13.2,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP07,Transport,PL,Poland,2022,,13.3,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP07,Transport,PL,Poland,2023,,12.9,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP07,Transport,PT,Portugal,2020,,11.3,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP07,Transport,PT,Portugal,2021,,11.9,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP07,Transport,PT,Portugal,2022,,12.1,,p,provisional,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP07,Transport,RO,Romania,2020,,11.1,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP07,Transport,RO,Romania,2021,,11.3,,p,provisional,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP07,Transport,RO,Romania,2022,,11.1,,p,provisional,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP07,Transport,RS,Serbia,2020,,10.8,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP07,Transport,RS,Serbia,2021,,11.7,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP07,Transport,RS,Serbia,2022,,12.0,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP07,Transport,RS,Serbia,2023,,11.3,,p,provisional,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP07,Transport,SE,Sweden,2020,,11.3,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP07,Transport,SE,Sweden,2021,,12.0,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP07,Transport,SE,Sweden,2022,,12.7,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP07,Transport,SI,Slovenia,2020,,14.2,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP07,Transport,SI,Slovenia,2021,,17.1,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP07,Transport,SI,Slovenia,2022,,17.5,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP07,Transport,SK,Slovakia,2020,,4.8,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP07,Transport,SK,Slovakia,2021,,5.2,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP07,Transport,SK,Slovakia,2022,,5.6,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP07,Transport,SK,Slovakia,2023,,5.5,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP07,Transport,SK,Slovakia,2024,,5.5,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP07,Transport,TR,Türkiye,2020,,15.2,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP07,Transport,TR,Türkiye,2021,,16.1,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP07,Transport,TR,Türkiye,2022,,18.3,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP07,Transport,TR,Türkiye,2023,,19.7,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP08,Communications,AL,Albania,2020,,2.5,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP08,Communications,AL,Albania,2021,,2.2,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP08,Communications,AL,Albania,2022,,2.0,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP08,Communications,AL,Albania,2023,,1.8,,p,provisional,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP08,Communications,AT,Austria,2020,,2.1,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP08,Communications,AT,Austria,2021,,2.0,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP08,Communications,AT,Austria,2022,,1.9,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP08,Communications,BA,Bosnia and Herzegovina,2020,,2.6,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP08,Communications,BA,Bosnia and Herzegovina,2021,,2.5,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP08,Communications,BA,Bosnia and Herzegovina,2022,,2.2,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP08,Communications,BA,Bosnia and Herzegovina,2023,,2.1,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP08,Communications,BE,Belgium,2020,,2.5,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP08,Communications,BE,Belgium,2021,,2.3,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP08,Communications,BE,Belgium,2022,,2.1,,p,provisional,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP08,Communications,BG,Bulgaria,2020,,5.6,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP08,Communications,BG,Bulgaria,2021,,5.2,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP08,Communications,BG,Bulgaria,2022,,4.7,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP08,Communications,CH,Switzerland,2020,,2.7,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP08,Communications,CH,Switzerland,2021,,2.5,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP08,Communications,CH,Switzerland,2022,,2.3,,p,provisional,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP08,Communications,CY,Cyprus,2020,,3.1,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP08,Communications,CY,Cyprus,2021,,3.0,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP08,Communications,CY,Cyprus,2022,,2.7,,p,provisional,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP08,Communications,CZ,Czechia,2020,,3.2,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP08,Communications,CZ,Czechia,2021,,3.1,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP08,Communications,CZ,Czechia,2022,,2.8,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP08,Communications,DE,Germany,2020,,2.3,,p,provisional,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP08,Communications,DE,Germany,2021,,2.3,,p,provisional,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP08,Communications,DE,Germany,2022,,2.2,,p,provisional,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP08,Communications,DK,Denmark,2020,,2.1,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP08,Communications,DK,Denmark,2021,,1.9,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP08,Communications,DK,Denmark,2022,,1.7,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP08,Communications,EE,Estonia,2020,,2.7,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP08,Communications,EE,Estonia,2021,,2.6,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP08,Communications,EE,Estonia,2022,,2.2,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP08,Communications,EL,Greece,2020,,4.9,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP08,Communications,EL,Greece,2021,,4.1,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP08,Communications,EL,Greece,2022,,3.6,,p,provisional,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP08,Communications,EL,Greece,2023,,3.4,,p,provisional,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP08,Communications,ES,Spain,2020,,2.8,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP08,Communications,ES,Spain,2021,,2.7,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP08,Communications,ES,Spain,2022,,2.4,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP08,Communications,EU27_2020,European Union - 27 countries (from 2020),2020,,2.6,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP08,Communications,EU27_2020,European Union - 27 countries (from 2020),2021,,2.5,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP08,Communications,EU27_2020,European Union - 27 countries (from 2020),2022,,2.3,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP08,Communications,FI,Finland,2020,,2.6,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP08,Communications,FI,Finland,2021,,2.5,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP08,Communications,FI,Finland,2022,,2.4,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP08,Communications,FI,Finland,2023,,2.4,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP08,Communications,FI,Finland,2024,,2.5,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP08,Communications,FR,France,2020,,2.5,,,,,
dataflow,ESTAT:TEC00134(1.0),"Final consumption expenditure of households, by consumption purpose",A,Annual,PC_TOT,Percentage of total,CP08,Communications,FR,France,2021,,2.5,,p,provisional,,
